Name,Address,Contact
Our Lady Of Wisdom YMCA,10 Japonica Rd (Ellesmere/Pharmacy)Ward: Scarborough Centre,"Phone:Christina Hanna, 416-315-5627"
Owen Community Learning Centre,111 Owen Blvd (Bayview / York Mills)Ward: Don Valley West,"Phone:Cheryl Oliver-Linton, 416-730-8948"
Palisades Centre For Early Learning,"Every Child Belongs Resource Consultation Staff, Farida Hafiz-Zadeh, 416-392-3368, is available to help this centre and the family when a child has anextra supportneed.","Phone:Erin Argal, 416-663-4431 ext 221"
Palmerston Community Daycare,734 Palmerston Ave (Bloor / Bathurst)Ward: University-Rosedale,"Phone:Filomena Melo, 416-533-9526"
Pape Children's House,540 Jones Ave (Jones/Pape)Ward: Toronto-Danforth,"Phone:Susan Cass, 416-463-2043"
Parkdale Childcare Centre,78 Seaforth Ave (Lansdowne & Queen W)Ward: Parkdale-High Park,"Phone:Anna Ali, 416-393-8386"
Parkdale Early Learning Centre - CDI - 119 Close Ave.,119 Close Ave (King / Dufferin)Ward: Parkdale-High Park,"Phone:Judith Malcolm Barnes, 416-535-6116"
Park Lawn Preschool,71 Ballacaine DrWard: Etobicoke-Lakeshore,"Phone:Anna Torunski, 416-236-2974"
"Parkside Elementary School, Extended Day Program",401 Cedarvale Ave (Woodbine / O'Connor)Ward: Beaches-East York,Phone:416-394-2072 oremail:edp@tdsb.on.ca
Parkway Forest YMCA,55 Forest Manor Rd (Don Mills/Sheppard)Ward: Don Valley North,"Phone:Stephanie Marshall, 647-403-8100"
Pat Schulz Child Care Centre,1 Danforth Ave (Danforth Ave. / Broadview)Ward: Toronto-Danforth,"Phone:Kristi Bovaconti, 416-393-0939"
Pauline Johnson School Age YMCA,35 Dunmurray Blvd (Birchmount / Huntingwood)Ward: Scarborough-Agincourt,"Phone:Ranu Singh, 416-913-0958"
Percy Williams YMCA,35 White Heather BlvdWard: Scarborough North,"Phone:Rubala Jeganathan, 416-298-8911"
Perth Avenue Early Learning Centre,14 Ruskin Ave (Symington/Bloor)Ward: Davenport,"Phone:Judeen Longmore, 416-533-2575"
Petitecare,1419 Gerrard St EWard: Toronto-Danforth,"Phone:Amber Prentice, 647-877-2273"
Petite Luminaries Childcare,"155 Gordon Baker Rd ,112 (Gordon Baker Road/McNicoll Ave)Ward: Don Valley North","Phone:Rasholeen Nakra, 416-756-9797"
Petite Luminaries Montessori,"Toronto Children's Services Consultant, Mirjana Silva, 416-397-4638, is the City contact for this centre.Every Child Belongs Resource Consultation Staff, Joanne Walters, 437-771-3018, is available to help this centre and the family when a child has anextra supportneed.To contact the child care centre directly, please call the child care contact listed at the top of this page.","Phone:Charie Sanchez, 647-527-2730"
Petite Maison Montessori,126 O Connor Dr (O'Connor / Broadview)Ward: Toronto-Danforth,"Phone:Navjot Kaur, 416-429-0507"
Petit Pearson Child Care - North York,7 Snowcrest Ave (Bayview / Cummer)Ward: Don Valley North,"Phone:Almani Zakia, 416-222-2769"
Phoenix Child Centre,625 Seneca Hill Dr (Finch / Don Mills)Ward: Don Valley North,"Phone:Heather Doherty, 416-492-8888"
Phoenix Montessori School Inc.,2 Station Rd (Station Road / Mimico Ave)Ward: Etobicoke-Lakeshore,"Phone:Christina Dinardo, 416-695-1212"
Pineway Child Care Learning Center,110 Pineway Blvd (Leslie / Cummer)Ward: Don Valley North,"Phone:Jackie Sant, 416-225-7156"
Pinnacle Jr YMCA,"12 Yonge St ,Unit 1 (Yonge / Queen's Quay)Ward: Spadina-Fort York","Phone:Alexandra Holland, 416-849-3316"
Plains Road Child Care Inc.,520 Plains Rd (Woodbine / O'Connor)Ward: Beaches-East York,"Phone:Karen Arnold, 416-421-2273"
Plasp All Saints Catholic School,1435 Royal York Rd (Royal York / Eglinton W.)Ward: Etobicoke Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Bennington Heights Ps,76 Bennington Heights Dr (Heath St E / Bayview Ave)Ward: Don Valley West,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Blessed Sacrament C.S.,24 Bedford Park Ave (Yonge St / Bedford Park Ave)Ward: Eglinton-Lawrence,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Blythwood Junior Public School,2 Strathgowan CresWard: Don Valley West,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp - David Hornell Junior School,32 Victoria St (Lake Shore Blvd W/ Park Lawn)Ward: Etobicoke-Lakeshore,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Divine Mercy C.S.,101 Van Horne Ave (Don Mills Rd / Finch Ave E)Ward: Don Valley North,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Father Serra Catholic School,111 Sun Row Dr (Islington / The Westway)Ward: Etobicoke Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Holy Angels Catholic School,65 Jutland Rd (Islington / Jutland)Ward: Etobicoke-Lakeshore,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Humber Valley Village Junior Middle School,65 Hartfield Rd (The Kingsway / Islington Ave.)Ward: Etobicoke Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Inglewood Heights Junior Public School,45 Dempster StWard: Scarborough-Agincourt,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Islington Junior Middle School,44 Cordova Ave (Islington / Dundas)Ward: Etobicoke-Lakeshore,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp James Culnan Catholic School,605 Willard Ave (Jane / Annette)Ward: Parkdale-High Park,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp James S Bell Junior Middle School,90 Thirty First St (Lake Shore / Brown's Line)Ward: Etobicoke-Lakeshore,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Kingsview Village Junior School,1 York Rd (Islington / Dixon)Ward: Etobicoke North,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Lanor Junior Middle School,450 Lanor AveWard: Etobicoke-Lakeshore,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Mother Cabrini Catholic School,720 Renforth DrWard: Etobicoke Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Nativity Of Our Lord Catholic School,35 Saffron Cres (Renforth / Rathburn)Ward: Etobicoke Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp North Bridlewood Junior Public School,50 Collingsbrook BlvdWard: Scarborough-Agincourt,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Parkfield Junior School,31 Redgrave Dr (Redgrave Dr / Martin Grove Rd)Ward: Etobicoke North,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Pauline Junior Public School,100 Pauline Ave (Dufferin St/Bloor St W)Ward: Davenport,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Agnes - Toronto,280 Otonabee Ave (Moxome Ave & Steeles Ave E)Ward: Willowdale,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Albert Catholic School,1125 Midland Ave (Midland Ave / Lawrence Ave E)Ward: Scarborough Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Cecilia Catholic School,355 Annette St (Runnymede / Annette)Ward: Parkdale-High Park,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Clement Catholic School,4319 Bloor St W (Bloor St W/Mill Rd)Ward: Etobicoke Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Conrad Catholic School,5 Exbury Rd (Roding St / Calvington Dr)Ward: York Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Elizabeth Catholic School,5 Redcar Ave (Bloor / East Mall)Ward: Etobicoke-Lakeshore,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Isaac Jogues Catholic School - Tor,1330 York Mills RdWard: Don Valley East,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Louis C.S.,11 Morgan Ave (The Queensway & Royal York Rd)Ward: Etobicoke-Lakeshore,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Margaret C.S.,85 Carmichael AveWard: Eglinton-Lawrence,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Norbert Catholic School,60 Maniza Rd (Maniza Rd / Wilson Ave)Ward: York Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Pius X Catholic School,71 Jane St (Jane St. / Bloor St. W.)Ward: Parkdale-High Park,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St. Simon C.S.,24 Strathburn Blvd (Albion Rd & Weston Rd)Ward: Humber River-Black Creek,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Steelesview Public School,105 Bestview Dr (Steeles Ave E / Laureleaf Rd S)Ward: Don Valley North,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp St Eugene Catholic School,30 Westroyal Rd (The Westway/Royal York Road)Ward: Etobicoke Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Sts. Cosmas And Damian C.S,111 Danesbury Ave (Marlee Ave & Glencairn Ave)Ward: Eglinton-Lawrence,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Summit Heights P.S.,139 Armour Blvd (Wilson Ave / Bathurst St)Ward: York Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Transfiguration Of Our Lord Catholic School,55 Ludstone Dr (Dixon Rd. / Kipling Ave.)Ward: Etobicoke Centre,"Phone:Support Toronto Parent, 1-888-739-4102"
Plasp Twentieth Street Junior School,3190 Lake Shore Blvd WWard: Etobicoke-Lakeshore,"Phone:Support Toronto Parent, 1-888-739-4102"
Play And Grow Child Care Centre,227 Drewry Ave (Yonge St/ Finch Ave W)Ward: Willowdale,"Phone:Marina Peitos, 416-395-5098"
Playhouse Child Care Centre,15 Greenland Rd (Lawrence / Don Mills)Ward: Don Valley East,"Phone:Posy Suri, 416-441-3170"
Playland Ltd  - Daycare Centre,"5050 Dufferin St ,106 (Dufferin / Steeles)Ward: York Centre","Phone:Xin Liu, 647-988-8940"
Play Loft,583 Danforth AveWard: Toronto-Danforth,"Phone:Rhydima Deshpande, 416-406-0110"
Pleasant Child Care Of North York,"288 Pleasant Ave ,101 & 103 (Yonge / Steeles)Ward: Willowdale","Phone:Hamideh Habibi, 416-733-2280"
Plp Early Learning Centre At St. Mark,45 Cloverhill Rd (Park Lawn / The Queensway)Ward: Etobicoke-Lakeshore,"Phone:Susana Contente-Lefkos, 416-259-9335"
Pope Francis (North York Little Prints Daycare),319 Ossington Ave (Dunda St / Ossington)Ward: University-Rosedale,"Phone:Chantel Nunes, 416-458-3527"
Port Royal Jr YMCA,410 Port Royal Trail (Brimley / Steeles)Ward: Scarborough North,"Phone:Rubala Jeganathan, 416-298-8911"
Posluns Education Centre,18 Neptune Dr (Bathurst St / Wilson Ave)Ward: Eglinton-Lawrence,"Phone:Tova Segal, 416-787-1872"
Precious Blood  Jr YMCA Elp,1035 Pharmacy AveWard: Scarborough Centre,"Phone:Yvonne Lin, 416-490-1624"
Precious Ones Bilingual Preschool Corp.,233 Westview BlvdWard: Beaches-East York,"Phone:Dominique Romain Fournier, 416-755-0004"
Pride In Heritage Children's Centre - North York,55 Gateway Blvd (Don Mills / Overlea)Ward: Don Valley East,"Phone:Rosemarie Ritchie, 416-467-5981"
Prince Edward Montessori School Of Toronto,2850 Bloor St W (Bloor / Prince Edward)Ward: Etobicoke-Lakeshore,"Phone:Bozena Nowicka-Lipa, 416-234-9127"
Princess Margaret Nursery School,70 Princess Anne Cres (Eglinton Ave W Trl / Islington)Ward: Etobicoke Centre,"Phone:Kevin Ribeiro, 416-889-9403"
Prodigy Learning Centre,1545 Jane St (Jane / Lawrence W.)Ward: York South-Weston,"Phone:Simran Kaur Puri, 416-241-1902"
Progress Childcare (Scarborough Inc. #1 (3 Glamorgan),3 Glamorgan Ave (Kennedy / Hwy. 401)Ward: Scarborough Centre,"Phone:Maria Wisniowska, 416-291-3368"
Prosserman Jcc - Daycare And Preschool,4588 Bathurst St (Bathurst / Sheppard)Ward: York Centre,"Phone:Leah Levy, 416-638-1881 ext 4250"
Purple Tree Child Care Inc.,384 Soudan Ave (Mt. Pleasant / Eglinton Ave. E)Ward: Don Valley West,"Phone:Debra Levin, 416-932-9119"
Queen's Park Child Care Centre,7 Queens Park Cres E (University And College St)Ward: University-Rosedale,"Phone:Marie Thomson, 416-972-9979"
Queen Street Childcare Centre,10 White Squirrel Way (Queen Street W./Shaw Street)Ward: Spadina-Fort York,"Phone:Charlotte Desouza, 416-535-6701"
Queen Victoria Child Care Centre,100 Close Ave (King / Jameson)Ward: Parkdale-High Park,"Phone:Connie Mackenzie, 416-530-0683"
Rainbow's End Day Care Satellite,33 Lamberton BlvdWard: Humber River-Black Creek,"Phone:Carron Allen, 416-633-4718"
Rainbow Village Childcare Centre (Mid-Scarborough Child Care),2460 Eglinton Ave E (Eglinton / Midland)Ward: Scarborough Centre,"Phone:Nelly Daniels, 416-266-5835"
Ranchdale Rompers Day Care,60 Ranchdale Cres (Victoria Pk. / Ellesmere)Ward: Don Valley East,"Phone:Donna Ciccarelli, 416-441-1233"
Ranleigh Rascals,81 Ranleigh Ave (Yonge St. / Lawrence Ave. E.)Ward: Don Valley West,"Phone:Selina Boyer, 416-487-2373"
Rawlinson B & A School Program,231 Glenholme Ave (Rogers Rd./ Oakwood Ave.)Ward: Davenport,"Phone:Diana Lurde, 416-394-3079"
Rawlinson Early Learning & Child Care Centre,40 Earnscliffe Rd (Oakwood / St. Clair W.)Ward: Davenport,"Phone:Miroslawa Sokolicz, 416-392-5068"
Rec Room Child Care,69 Long Branch AveWard: Etobicoke-Lakeshore,"Phone:Lee Won-Hi, 647-717-7733"
Rec Room Child Care @mimico,46 Mimico AveWard: Etobicoke-Lakeshore,"Phone:Rani Harpale, 437-880-8215"
Red Apple Day Care (Overlea),135 Overlea Blvd (Don Mills / Overlea)Ward: Don Valley West,"Phone:Donna Robinson, 416-429-5437"
Red Apple Day Care - Rouge Valley,8450 Sheppard Ave E (Sheppard Ave E/Morningside Ave)Ward: Scarborough-Rouge Park,"Phone:Ruby Malobago, 416-900-4845"
Red Apple Day Care - St John XXIII,175 Grenoble Dr (Gateway Blvd. / Don Mills)Ward: Don Valley East,"Phone:Neena Locke, 416-429-6662"
Regent Park Early Learning & Child Care Centre,40 Regent St (Dundas/Parliament)Ward: Toronto Centre,"Phone:Windelynn Ortal, 416-392-5513"
Rejoyce Caledon Community Child Care,"Every Child Belongs Resource Consultation Staff, Toni Giovane, 416-789-7441, Ext. 236, is available to help this centre and the family when a child has anextra supportneed.","Phone:Nimet Kara, 416-789-1485"
Rendezvous Child Care Centre,18 Dallington Dr (Sheppard / Leslie)Ward: Don Valley North,"Phone:Martha Sinclair, 416-490-9360"
Rene Gordon School Age YMCA,20 Karen Rd (York Mills / Victoria Park)Ward: Don Valley East,"Phone:Nelisha Karmali, 416-293-3020"
Rexdale Day Nursery,925 Albion Rd (Islington / Albion)Ward: Etobicoke North,"Phone:Laura Infusini, 416-743-5057"
Rhyme & Reason Day Care,474 Browns Line (Brown's Line / Horner Ave.)Ward: Etobicoke-Lakeshore,"Phone:Josie Blais, 416-255-3008"
Ridley Orchard School Ltd.,1920 Avenue RdWard: Eglinton-Lawrence,"Phone:Sophie Gretes, 416-482-3272"
Rippleton Roadsters Child Care Program,21 Rippleton Rd (Leslie / Lawrence)Ward: Don Valley West,"Phone:Denise Cochrane, 416-449-4559"
Rippleton Roadsters Satellite Program,1340 Leslie St (Leslie St. / Lawrence Ave. E.)Ward: Don Valley West,"Phone:Denise Cochrane, 416-449-4559"
Riverdale Learning Loft Inc.,433 Pape AveWard: Toronto-Danforth,"Phone:Joanna Kontonikolas, 416-904-3606"
Riverdale Mighty Kids Corp,842 Gerrard St EWard: Toronto-Danforth,"Phone:Francine Brown, 416-778-7575"
Robbins Hebrew Academy,1700 Bathurst StWard: Toronto-St. Paul's,"Phone:Stephanie Garfinkel, 416-224-8737"
Rockford Child Care,60 Rockford Rd (Bathurst / Steeles)Ward: York Centre,"Phone:Amanda De Palma, 416-663-6286"
Roden Community Child Care Centre,151 Hiawatha Rd (Coxwell / Gerrard)Ward: Toronto-Danforth,"Phone:Susan Scharlach, 416-461-3010"
Rolph Road Day Care,31 Rolph Rd (Bayview / Eglinton)Ward: Don Valley West,"Phone:Janet Moreau, 416-487-5862"
Rolph Road - Leaside Day Care Centres (St. Anselm),182 Bessborough Dr (Bayview Ave. / Millwood Rd.)Ward: Don Valley West,"Phone:Frances Quin, 416-487-5862"
Romero Bears Child Care Centre,99 Humber Blvd (Weston / Humber Blvd.)Ward: York South-Weston,"Phone:Melissa Oliveira, 416-509-0159"
Rosalie Hall Early Learning And Child Care Centre,3020 Lawrence Ave E (Lawrence / McCowan)Ward: Scarborough Centre,"Phone:Chenise McCollins, 416-438-6880 ext 252"
Rosedale Moore Park Association/Mooredale Preschool - Coach House,146 Crescent Rd (Mt. Pleasant / Bloor St. E.)Ward: University-Rosedale,"Phone:Michelle Distefano, 416-922-3714 ext 113"
Rosedale Moore Park Association/Mooredale Preschool - Main House,146 Crescent Rd (Mt. Pleasant / Bloor St. E.)Ward: University-Rosedale,"Phone:Michelle Distefano, 416-922-3714 ext 113"
Rosethorn Before And After School Program,2 Remington Dr (Rathburn / Kipling)Ward: Etobicoke Centre,"Phone:Yosi Von Biela, 416-239-4682"
Rouge Valley Jr YMCA,30 Durnford Rd (Sheppard E. / Kingston Road)Ward: Scarborough-Rouge Park,"Phone:Brenda O Grady, 416-282-7253"
Rowntree Early Learning & Child Care Centre,2765 Islington Ave (Islington / Finch)Ward: Etobicoke North,"Phone:Rosemary Amevenu, 416-392-5089"
Royal Day Care Weston Inc,1737 Weston Rd (Weston / Lawrence W.)Ward: York South-Weston,"Phone:Sharon Brown, 416-249-9115"
Royal York Childcare Inc,74 Royal York RdWard: Etobicoke-Lakeshore,"Phone:Nicole Canejo, 416-259-1007"
Royal York Road School,851 Royal York Rd (Royal York / Bloor)Ward: Etobicoke-Lakeshore,"Phone:Maria Atter, 416-239-1555"
Roywood Child Care North York,11 Roywood Dr (York Mills / Victoria Park)Ward: Don Valley East,"Phone:Heather Boutcher, 416-391-0222"
Runnymede Adventure Club,357 Runnymede Rd (Runnymede / Annette)Ward: Parkdale-High Park,"Phone:Pamela McArthur, 416-766-5599"
Ryerson Early Learning Centre (Ryerson University),350 Victoria St (Yonge / Dundas)Ward: Toronto Centre,"Phone:Chanelle Henry, 416-979-5338"
Sadochok Preschool Centre,35 West Deane Park Dr (Rathburn / East Mall)Ward: Etobicoke Centre,"Phone:Galyna Bilous, 416-626-7195"
Sandalwood Centre For Early Learning (Centres For Early Learning Inc.),1825 Finch Ave W (Jane / Finch)Ward: Humber River-Black Creek,"Phone:Natasha Reid, 416-638-0357 ext 231"
Sandbox Day Care Centre,15 Orton Park Rd (Lawrence / Orton Pk.)Ward: Scarborough-Guildwood,"Phone:Lisa George, 416-431-3327"
San Romanoway Boys & Girls Club,"10 San Romanoway ,Ground Floor, North Wing (Jane / Finch Ave. W.)Ward: Humber River-Black Creek","Phone:Stephnie Payne, 416-739-7949"
Scarborough Citadel Child Care,2021 Lawrence Ave E (Lawrence / Warden)Ward: Scarborough Centre,"Phone:Kimberly Sturge, 416-759-1721 ext 4"
Scarborough Day Nursery School,51 Eastwood Ave (Kingston Rd. / Warden)Ward: Scarborough Southwest,"Phone:Oma Dalloo, 416-698-5833"
Scarborough Jr YMCA,"Every Child Belongs Resource Consultation Staff, Darcy Souliere, 416-438-3697, Ext. 14386, is available to help this centre and the family when a child has anextra supportneed.","Phone:Erin Andersen, 416-296-9907"
Scarborough Village Day Nursery 1,215 Markham Rd (Markham / Eglinton)Ward: Scarborough-Guildwood,"Phone:Tanya Robinson, 416-261-5048"
Scarborough Village Day Nursery 2,155 Markham Rd (Markham / Kingston Rd.)Ward: Scarborough-Guildwood,"Phone:Habiba Badani, 416-267-8881"
Score Day Camp,2760 Bathurst St (Bathurst/Glencairn Ave)Ward: Eglinton-Lawrence,"Phone:Jeff Krupski, 416-709-6383"
Seafield Day Nursery,"100 York Gate Blvd ,109 (Jane / Finch)Ward: Humber River-Black Creek","Phone:Mojan Jenab, 416-663-0596"
Second Street School Age YMCA,71 Second St (Lake Shore Blvd W / Islington)Ward: Etobicoke-Lakeshore,"Phone:Filomena Zita, 416-252-8544"
Secord School Age YMCA,91 Barrington Ave (Main St. / Danforth Ave.)Ward: Beaches-East York,"Phone:Grace Martin, 647-439-9905"
Selwyn Community Child Care Centre,1 Selwyn Ave (St. Clair / O'Connor)Ward: Beaches-East York,"Phone:Ruby Moayer, 416-285-9730"
Seneca Hill Centre For Early Learning,"350 Seneca Hill Dr ,Suite 101 (Finch / Don Mills)Ward: Don Valley North","Phone:Andrea Leach, 416-499-5112 ext 221"
Shaawnong Aboriginal Head Start,935 Dundas St E (Dundas / Broadview)Ward: Toronto-Danforth,"Phone:Amanda Macewen, 416-639-9036"
Shaughnessy Boulevard Children's Centre,30 Shaughnessy Blvd (Don Mills / Sheppard)Ward: Don Valley North,"Phone:Sam Holt, 416-499-6500"
Sheppard Business Park Child Care Centre,"1220 Sheppard Ave E ,112 (Sheppard / Leslie)Ward: Don Valley North","Phone:Lucy Di Benedetto, 416-499-1499"
Sheppard Square Day Nursery,5600 Sheppard Ave E (Markham / Sheppard)Ward: Scarborough North,"Phone:Tracey Van Pedro, 416-292-3607"
Shirley Street Jr YMCA,38 Shirley St (Dundas / McLarens)Ward: Davenport,"Phone:Lindsay Barnett, 416-849-3642"
"Shoreham Public Sports And Wellness Academy, Extended Day Program",31 Shoreham Dr (Jane Street / Shoreham Drive)Ward: Humber River-Black Creek,Phone:416-394-2072 oremail:edp@tdsb.on.ca
Silver Creek Centre For Early Learning & Development,65 Hartsdale Dr (Eglinton Ave. W. / Isslington)Ward: Etobicoke Centre,"Phone:Irena Setnik, 416-249-9770"
Silver Springs Extended Day & School Age Program,222 Silver Springs Blvd (Finch Ave E / Kennedy Rd)Ward: Scarborough-Agincourt,"Phone:Jing Jing Liu, 416-291-0023"
Silverstone Learning Centre,520 Silverstone Dr (Finch W. / Martin Grove Rd.)Ward: Etobicoke North,"Phone:Cynthia Rampaul, 416-741-0414"
Simcoe Sunshine Child Care (166 Sylvan Avenue),166 Sylvan Ave (Markham / Kingston)Ward: Scarborough-Guildwood,"Phone:Kim Rogers, 416-264-4958"
Simplysmart Childcare Centre & Montessori,2271 Bloor St WWard: Parkdale-High Park,"Phone:Christina Calarco, 647-369-8255"
Sir Samuel B Steele Jr YMCA,131 Huntsmill Blvd (McNicoll / Warden)Ward: Scarborough-Agincourt,"Phone:Maryam Sabri, 647-438-6689"
Small World Big Dreams Child Care Centre Inc.,"1085 Midland Ave ,1051Ward: Scarborough Centre","Phone:Sarah Lacanlale, 647-808-2514"
Smart Start Montessori School (1416786 Ontario Limited),2660 Kennedy Rd (Kennedy/Huntingwood)Ward: Scarborough-Agincourt,"Phone:Alicia Gomez, 416-644-1130"
Sonechko Daycare Incorporated,301 Lanor Ave (Kipling Ave. / Evans Ave.)Ward: Etobicoke-Lakeshore,"Phone:Anna Gavris, 416-255-7555"
Sprucecourt Child Care Centre,70 Spruce St (Parliament/Gerrard)Ward: Toronto Centre,"Phone:Andrea Prifti, 416-922-8827"
St. Alban's Boys And Girls Club Preschool,843 Palmerston Ave (Dupont / Bathurst)Ward: University-Rosedale,"Phone:Karen Grant, 416-534-8461"
St. Alphonsus Day Care Centre,540 St Clair Ave W (Vaughan / St. Clair)Ward: Toronto-St. Paul's,"Phone:Rosemary Mdota, 416-651-2664"
St.Ambrose YMCA,"This non-profit, licensed child care,serves children 4 years to 12 years.It is located in St. Ambrose Catholic School.A child carefee subsidymay be available to help you with the cost of child care.This location participates in theCanada-Wide Early Learning and Child Caresystem.","Phone:Irene Grobelny, 647-281-4410"
St. Andrew Child Care Centre,2533 Kipling Ave (Finch / Kipling)Ward: Etobicoke North,"Phone:Heather Repton, 416-742-2228"
"St. Bartholomew's Children's Centre, Regent Park Inc.",38 Regent StWard: Toronto Centre,"Phone:Marlone Dawkins, 416-368-6375"
St. Bede Child Care Centre,521 Sewells Rd (Morningside / Sewells)Ward: Scarborough-Rouge Park,"Phone:Ev Wilson, 416-724-7132"
St. Bernadette's Family Resource Centre,20 Bansley Ave (Oakwood / Eglinton)Ward: Toronto-St. Paul's,"Phone:Connie Naccarato, 416-397-6300"
St. Boniface Jr YMCA,20 Markanna Dr (Kingston Rd. / Markham)Ward: Scarborough Southwest,"Phone:Felicia Bryan, 416-261-9092"
St. Brendan Kindergarten Before & After School Program,186 Centennial Rd (Lawrence Ave. E./Centennial Rd)Ward: Scarborough-Rouge Park,"Phone:Maureen Ramnath, 416-281-0262 ext 230"
St. Clement's Early Learning School,70 St Clements Ave (Yonge / Eglinton)Ward: Eglinton-Lawrence,"Phone:Marsha Hamilton, 416-489-0822"
St. Columba Catholic School,10 John Tabor Trail (Neilson Rd/Sewells Rd)Ward: Scarborough-Rouge Park,"Phone:Amanda Sellers, 437-216-1831"
St. Crispins Day Care Centre,530 Midland Ave (St Clair Ave E. & Midland)Ward: Scarborough Southwest,"Phone:Tanya Peters, 416-267-1618"
St. Cyril's Before & After School Programme,18 Kempford Blvd (Yonge / Finch)Ward: Willowdale,"Phone:Josee Chan, 416-222-0151"
St. Dorothy Child Care Centre,155 John Garland Blvd (Martingrove / Finch)Ward: Etobicoke North,"Phone:Suad Warsame, 416-745-9892"
St. Edward YMCA,1 Botham Rd (Yonge / Sheppard)Ward: Willowdale,"Phone:Navi Grewal, 416-221-5000"
St. Fidelis Child Care Centre,155 Falstaff Ave (Jane St / Black Creek Dr)Ward: York South-Weston,"Phone:Preeti Goyal, 416-245-2446"
St. Fidelis Early Learning Centre,9 Bannerman St (Keele St/Lawrence Ave W.)Ward: York South-Weston,"Phone:Preeti Goyal, 416-245-2446"
St. Francis De Sales Jr Y,333 Firgrove Cres (Jane / Finch)Ward: Humber River-Black Creek,"Phone:Maryana Khoshaba, 647-438-6372"
St. Gabriel's Jr YMCA,396 Spring Garden Ave (Bayview / Sheppard)Ward: Willowdale,"Phone:Navi Grewal, 416-221-5000"
St. George's School Age Child Care Programme,70 Princess Anne Cres (Eglinton Ave W Trl/Islington A)Ward: Etobicoke Centre,"Phone:Jennifer Nguyen, 416-576-3731"
St. George Mini School Inc,25 Mallard RdWard: Don Valley East,"Phone:Skylar Zhou, 647-812-7795"
St. George Mini School Inc - Bond,141 Bond Ave (Don Mills / York Mills)Ward: Don Valley East,"Phone:Jenna I Wright, 647-478-6043"
St. George Mini School - Mallard,33 Mallard Rd (Don Mills Rd/York Mills Rd)Ward: Don Valley East,"Phone:Sarah Ashfield, 647-478-6114"
St. Gregory's Before & After School Club,126 Rathburn Rd (Rathburn / Kipling)Ward: Etobicoke Centre,"Phone:Pam Taskinen, 416-236-8794"
St. Jerome Jr YMCA,111 Sharpecroft Blvd (Keele / Sheppard)Ward: York Centre,"Phone:Debbie Silvester, 647-438-6375"
St. Joseph Jr YMCA,176 Leslie St (Dundas St E / Leslie St)Ward: Toronto-Danforth,"Phone:Grace Martin, 647-439-9905"
St. Lawrence Co-Operative Day Care (2 Princess Street),2 Princess St (Sherbourne / The Esplanade)Ward: Spadina-Fort York,"Phone:Anna Marie Sison, 416-363-9506"
St. Lawrence Co-Operative Day Care School Age (230 The Esplanade),"This non-profit, licensed child care,serves children 2 years 6 months to 12 years 8 months.It is located in St. Lawrence Community Centre.A child carefee subsidymay be available to help you with the cost of child care.This location participates in theCanada-Wide Early Learning and Child Caresystem.","Phone:Fil Lacaria, 416-363-9425"
St. Lawrence Infant Toddler Centre (4 Market Street),4 Market St (Esplanade / Jarvis)Ward: Spadina-Fort York,"Phone:Grace Kingston, 416-363-5989"
